problem,mu,tau,feasible,no_aliasing,min_abs_tau_lambda,max_abs_tau_lambda,C_phys,C_bin,rotation_valid,max_grid_distance,operator_absolute_filter_error,operator_relative_filter_error,rhs_relative_filter_error,cost_proxy,target_met,selected,rejection_reason,parameter_selection_method
harmonic_oscillator,512,1143.3747005545613,True,True,0.5878693731528134,190.74500431916292,,,True,0.48921009077184774,1331.8967205687284,0.684798509049801,0.19605514520888842,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1153.7048958608984,True,True,0.5931806726212528,192.46835288317206,,,True,0.496274832779676,1315.2088213671432,0.6762183779360768,0.1917213312575881,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1164.1284227190142,True,True,0.5985399587740338,194.2072716073732,,,True,0.49813333547673144,1298.1767618149254,0.6674612957935322,0.18706812622556526,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1174.6461243635522,True,True,0.6039476651626603,195.9619011655067,,,True,0.48536485806454266,1280.7992619181043,0.6585266045096054,0.1822919169036735,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1185.258851647637,True,True,0.6094042292557005,197.73238350227606,,,True,0.4987633085542882,1263.075401582456,0.649413831015219,0.17772233654474906,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1195.9674631117048,True,True,0.6149100924741758,199.51886184483092,,,True,0.4978844945731389,1245.004643113351,0.6401226988531412,0.17340384499564826,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1206.772825052962,True,True,0.620465700227273,201.32148071435424,,,True,0.49503802781310924,1226.5868543363813,0.6306531400655218,0.1690068169307136,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1217.6758115954585,True,True,0.6260715019483731,203.14038593775265,,,True,0.49141007761065225,1207.8223323170018,0.6210053073894144,0.16422232704311468,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1228.6773047608074,True,True,0.6317279511314114,204.97572465945422,,,True,0.49783191889064327,1188.7118276556291,0.6111795867481704,0.15916641739359297,165188096,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,512,1239.7781945395348,True,True,0.6374355053675632,206.82764535331154,,,True,0.4940485571990081,1169.2565693267156,0.6011766100225204,0.15425943715834503,165188096,False,False,,exact_spectral_benchmark_oracle
