n_c,mu,tau,instance_count,rmse_mean,rmse_sample_std,rmse_standard_error,rmse_confidence_interval_95_low,rmse_confidence_interval_95_high,relative_solution_error_mean,normalized_residual_mean,no_aliasing_fraction,mean_grid_distance,max_grid_distance,confidence_interval_method,evaluation_method
8,256,10000.0,20,72.16006546762944,100.20658390779535,22.40687334108669,25.261940580654723,119.05819035460415,122.6518017557039,249.7982993497118,0.0,0.23060171800183332,0.49090865323978505,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,0.1,20,1.7058297876143058,3.960493807591715,0.8855933378242047,-0.14773837087549802,3.5593979461041094,0.9999957496438586,0.9999151018131649,1.0,0.044493156377868354,0.0990099009900991,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,1.0,20,1.6982984755451835,3.962556601740088,0.8860545926181398,-0.15623510032353782,3.5528320514139047,0.9865903651067542,0.7802549376347561,1.0,0.2506930521581907,0.4963724520753078,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,10.0,20,1.4603161986521345,4.024450349412134,0.8998944553358311,-0.4231845427944234,3.3438169400986926,0.6245395695359522,0.20809554050550488,1.0,0.23001144181988073,0.4972780728306132,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,50.0,20,1.0378126392135127,4.102494615540067,0.9173456837674454,-0.882213943119388,2.9578392215464135,0.15127860668446497,0.041837821038469454,1.0,0.2617115367964958,0.49933518870138727,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,100.0,20,0.9621630199429202,4.081987859099052,0.9127602336274314,-0.9482661049466413,2.8725921448324816,0.09929559095694732,0.02861361401029116,1.0,0.2425779252332895,0.4964783904521539,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,200.0,20,0.8393859625427453,3.6829644897309124,0.8235358957756146,-0.88429447698431,2.5630664020698006,0.05968059180885166,0.021846073698552942,1.0,0.2470507869008356,0.49390912963048095,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,500.0,20,0.951414091711535,0.4005460174432656,0.08956481231199584,0.7639527851139623,1.1388753983091078,1.3747457281771844,8.517676737945061,0.0,0.241082943504979,0.49906720776611735,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,1000.0,20,3.009942091690123,2.8425144066672985,0.635605544033056,1.6796043989136575,4.340279784466588,4.839759788983161,17.455023703756513,0.0,0.24033032074460312,0.4988774413390331,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
9,512,10000.0,20,51.29059081007207,103.59883850593926,23.165404528930292,2.8048419009217938,99.77633971922234,90.90088650599546,138.35234206644054,0.0,0.23060171800183332,0.49090865323978505,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,0.1,20,1.7058297876141413,3.96049380759176,0.8855933378242148,-0.14773837087568387,3.5593979461039664,0.999995749643435,0.9999151018060198,1.0,0.044493156377868354,0.0990099009900991,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
10,1024,1.0,20,1.6982984754116148,3.962556601776908,0.886054592626373,-0.15623510047433875,3.5528320512975684,0.9865903648429493,0.7802549352098942,1.0,0.2506930521581907,0.4963724520753078,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
